2.471100505311733114e-02,-8.831785465896782941e-03,9.996556243975537326e-01,6.086936909992200773e-02,-9.980923621552507674e-01,-1.032263513265532437e-02,9.978398107805435124e-01,6.110348966279897931e-02,-2.412628027811931225e-02
2.624219640696818373e-02,2.106240800672309161e-04,9.996555928220168807e-01,5.920627933598433118e-02,-9.982448650867079554e-01,-1.343910646777319445e-03,9.979007793126019044e-01,5.922115523520781605e-02,-2.620860816253426512e-02
2.791311871444719650e-02,9.977654394922505152e-03,9.995605562481648665e-01,5.742426729816535458e-02,-9.983148486465481808e-01,8.361625193249632576e-03,9.979595748099423513e-01,5.716563332317405738e-02,-2.843904046123033741e-02
2.978635135926169242e-02,2.080922999520944464e-02,9.993396572231315611e-01,5.546482644533954481e-02,-9.982772892941703669e-01,1.913392240295206173e-02,9.980162462630453035e-01,5.485827070123391186e-02,-3.088921851030365998e-02
3.198344982152128563e-02,3.336309472160658290e-02,9.989314110608301656e-01,5.321518078751706626e-02,-9.980819761064281259e-01,3.163089939246300358e-02,9.980707413996804389e-01,5.214665011418458118e-02,-3.369752801704892914e-02
3.395196786796116084e-02,4.448088904016515854e-02,9.984331301817742643e-01,5.124125631958088845e-02,-9.977726574023323414e-01,4.270899329689418350e-02,9.981090114686519410e-01,4.971091329825719912e-02,-3.615560195928668730e-02
3.568048525091704892e-02,5.414751718731276170e-02,9.978952602021003981e-01,4.953841565116362533e-02,-9.973993652011281519e-01,5.234932673808906367e-02,9.981346850471123355e-01,4.756630049619731126e-02,-3.827007568487647560e-02
3.721082285201458145e-02,6.263333404974559537e-02,9.973426798459615883e-01,4.805379485420915864e-02,-9.969914525016017048e-01,6.081839182181879300e-02,9.981513855768242571e-01,4.566299782921602601e-02,-4.010864184554754908e-02
3.834465224457490190e-02,6.887653489248848904e-02,9.968880134948676641e-01,4.696782541852357468e-02,-9.966433229767815982e-01,6.705304226366938514e-02,9.981601635161980735e-01,4.425053630077488420e-02,-4.145092282841958409e-02
3.931283762315859742e-02,7.417699348728128139e-02,9.964699068494103917e-01,4.605037848453817639e-02,-9.963157250166858603e-01,7.234873216420988074e-02,9.981652490475000361e-01,4.304358212543201584e-02,-4.258387706596233890e-02
4.028919374784115798e-02,7.949128890275396209e-02,9.960210422651800677e-01,4.513534128620961400e-02,-9.959576537772667493e-01,7.766049931563145936e-02,9.981681134744294637e-01,4.182687051096058151e-02,-4.371419744527584722e-02
4.129328958037203900e-02,8.492108643512022437e-02,9.955316539673558784e-01,4.420622637036682873e-02,-9.955610802584505814e-01,8.308998321089823558e-02,9.981686604305901600e-01,4.057763868088882370e-02,-4.486403285591621798e-02
4.233248177136954282e-02,9.049909660311362958e-02,9.949964196892345791e-01,4.325889210273593105e-02,-9.951212499814590107e-01,8.866998562163520836e-02,9.981666344249685574e-01,3.928882200385053897e-02,-4.604084292035830889e-02
4.334993540859656547e-02,9.591525704847848888e-02,9.944450951251497806e-01,4.234717006202541600e-02,-9.946626285715783888e-01,9.409023726449318448e-02,9.981620615342764458e-01,3.803312967091532215e-02,-4.718030048080833205e-02
4.436893319078841907e-02,1.012904284319638415e-01,9.938670170051769892e-01,4.145158260225156183e-02,-9.941766405766070402e-01,9.947147253251729937e-02,9.981548801801695125e-01,3.678391747557584884e-02,-4.830920557167798363e-02
4.539180512243651960e-02,1.066322983795617435e-01,9.932618675604149017e-01,4.057201021110384137e-02,-9.936631312837261865e-01,1.048212464688405704e-01,9.981450279083767807e-01,3.554060490863630850e-02,-4.943044996521395174e-02
4.646229553333496021e-02,1.121616122433101714e-01,9.926031575496508941e-01,3.967389195026752718e-02,-9.930994496943396088e-01,1.103606156781363618e-01,9.981318740910967158e-01,3.425282277208807624e-02,-5.059156785460237199e-02
4.757630642108323649e-02,1.178463888727704217e-01,9.918914881215191715e-01,3.876487926871716172e-02,-9.924857239678225307e-01,1.160576236951578882e-01,9.981151135264620944e-01,3.292896062923447720e-02,-5.178710599362997685e-02
4.892031322155229733e-02,1.246119807133199697e-01,9.909988182075480934e-01,3.770271627884969751e-02,-9.917100298216444676e-01,1.228402299140755050e-01,9.980908319092662850e-01,3.135396467972895174e-02,-5.321297546569493664e-02
5.034386926061210077e-02,1.316691832071154866e-01,9.900145056785668585e-01,3.661840695084722652e-02,-9.908483297655961142e-01,1.299179733909003320e-01,9.980604128287506871e-01,2.971218053022840061e-02,-5.470465452706398807e-02
5.177364109630930300e-02,1.386422653560518692e-01,9.889882773523362980e-01,3.557277344446521661e-02,-9.899440048247964974e-01,1.369140066850174642e-01,9.980250840479408803e-01,2.809251923942436210e-02,-5.618489552444088514e-02
5.357579415225934005e-02,1.472759652125799901e-01,9.876433691883939048e-01,3.431389529584014803e-02,-9.887512752736176136e-01,1.455797800225100691e-01,9.979740434139715566e-01,2.609033878892239380e-02,-5.802674685851462455e-02
5.594076932850002015e-02,1.583759403512749186e-01,9.857929255875583774e-01,3.274953232345329673e-02,-9.870987899696368473e-01,1.567273016572670596e-01,9.978968377787147404e-01,2.351681139995109512e-02,-6.040580371218837175e-02
5.841634640975725684e-02,1.697354217169729784e-01,9.837567876916660792e-01,3.121162772750465247e-02,-9.852683968089295252e-01,1.681428578663241857e-01,9.978042719350269651e-01,2.088235914291670936e-02,-6.285349879301445342e-02
6.129913097853091630e-02,1.826494698822985763e-01,9.812652994407355944e-01,2.954240268518343662e-02,-9.830153955839276980e-01,1.811297286288260089e-01,9.976821453968998110e-01,1.788583959447979932e-02,-6.565389370501303890e-02
6.425426739540970877e-02,1.955574978165869060e-01,9.785850266191414848e-01,2.796051843100232082e-02,-9.805792123811827299e-01,1.941201116793048187e-01,9.975417779377312444e-01,1.488869904469206779e-02,-6.847428796793125771e-02
6.709958113029017290e-02,2.076744515175607264e-01,9.758939330302224269e-01,2.656076755307837378e-02,-9.781234505783261701e-01,2.063226627410022773e-01,9.973926869554081698e-01,1.207632759857080532e-02,-7.114766669536483346e-02
