9.979777747423369538e-01,-4.292893525445257152e-02,-4.687715560643217899e-02,4.352816681473134497e-02,9.989820688597639275e-01,1.183746252737369505e-02,4.632126844840260549e-02,-1.385400119947623535e-02,9.988305199942811852e-01
9.979777747282904121e-01,-4.292893512867684142e-02,-4.687715602065785359e-02,4.352871612411046698e-02,9.989819044675968263e-01,1.184931000057602192e-02,4.632075255804542213e-02,-1.386585048234234389e-02,9.988303794963054871e-01
9.979777746811836492e-01,-4.292893470692240449e-02,-4.687715740975806344e-02,4.353064642646851251e-02,9.989813256124037144e-01,1.189094322654474581e-02,4.631893953105831879e-02,-1.390749005903703719e-02,9.988298846053120794e-01
9.979777746111160308e-01,-4.292893407944261414e-02,-4.687715947608154382e-02,4.353352134240611598e-02,9.989804602341081363e-01,1.195295307055391394e-02,4.631623899757874446e-02,-1.396950935528925956e-02,9.988291442864006831e-01
9.979777745253081145e-01,-4.292893331073666802e-02,-4.687716200684281798e-02,4.353703201758747643e-02,9.989793982102199710e-01,1.202868067219581109e-02,4.631294081984021344e-02,-1.404524849038381838e-02,9.988282349885932998e-01
9.979777744221113300e-01,-4.292893238588780386e-02,-4.687716505080361667e-02,4.354125946531607616e-02,9.989781116455528354e-01,1.211987657892721858e-02,4.630896858764640966e-02,-1.413645827073220854e-02,9.988271323473506547e-01
9.979777743098900977e-01,-4.292893137969155254e-02,-4.687716836139889376e-02,4.354584807892904891e-02,9.989767056343722418e-01,1.221887246527553900e-02,4.630465617819660290e-02,-1.423546919894544058e-02,9.988259259923988331e-01
9.979777741971541660e-01,-4.292893036837260728e-02,-4.687717168765744014e-02,4.355043574546166307e-02,9.989752899908329598e-01,1.231785713695416479e-02,4.630034381851357711e-02,-1.433446889256880831e-02,9.988247099847820110e-01
9.979777740816834219e-01,-4.292892933201322009e-02,-4.687717509508743108e-02,4.355512955339820719e-02,9.989738313179126195e-01,1.241914139564672184e-02,4.629593080534482458e-02,-1.443576850212990349e-02,9.988234555875602494e-01
9.979777739655986135e-01,-4.292892828963203178e-02,-4.687717852111929207e-02,4.355984694081936615e-02,9.989723548406919118e-01,1.252094407585580167e-02,4.629149472191768089e-02,-1.453758659106300227e-02,9.988221844334247423e-01
9.979777738571344869e-01,-4.292892731520006611e-02,-4.687718172269354083e-02,4.356423621166032045e-02,9.989709716209473900e-01,1.261567464422126174e-02,4.628736638831101174e-02,-1.463233148024976546e-02,9.988209922753797931e-01
9.979777737540457272e-01,-4.292892638864529570e-02,-4.687718476599111311e-02,4.356840324895627087e-02,9.989696500130369472e-01,1.270561664747147518e-02,4.628344635442113025e-02,-1.472228706400812576e-02,9.988198520727072927e-01
9.979777736639067198e-01,-4.292892557812880150e-02,-4.687718742733137933e-02,4.357202289054514649e-02,9.989684953501954956e-01,1.278374979614656064e-02,4.628004071100948191e-02,-1.480043199858329522e-02,9.988188549995605792e-01
9.979777735905862590e-01,-4.292892491857788068e-02,-4.687718959235774585e-02,4.357493091841088684e-02,9.989675631931129729e-01,1.284652642478064516e-02,4.627730424687965388e-02,-1.486321809030288765e-02,9.988180494609675275e-01
9.979777735326667010e-01,-4.292892439738280053e-02,-4.687719130279741769e-02,4.357719175956225460e-02,9.989668357138610233e-01,1.289533470832373435e-02,4.627517657369555060e-02,-1.491203372840319702e-02,9.988174204281796698e-01
9.979777734839390124e-01,-4.292892395878764727e-02,-4.687719274189675045e-02,4.357907621002890530e-02,9.989662274936659259e-01,1.293601903643688995e-02,4.627340297379393258e-02,-1.495272418453696787e-02,9.988168942693312902e-01
9.979777734379452481e-01,-4.292892354473449440e-02,-4.687719410031767481e-02,4.358086615867977354e-02,9.989656482214881450e-01,1.297466448936466371e-02,4.627171817509456719e-02,-1.499137545447713771e-02,9.988163929459240586e-01
9.979777733970002229e-01,-4.292892317605861985e-02,-4.687719530969611248e-02,4.358245165460256088e-02,9.989651338464967667e-01,1.300889695029626078e-02,4.627022571499093267e-02,-1.502561306623143543e-02,9.988159476190980879e-01
9.979777733621325586e-01,-4.292892286205100133e-02,-4.687719633961899557e-02,4.358379539217378806e-02,9.989646969707210999e-01,1.303791048520531841e-02,4.626896075118931001e-02,-1.505463096531093302e-02,9.988155692651086159e-01
9.979777733297753306e-01,-4.292892257061867861e-02,-4.687719729542103725e-02,4.358504707960558083e-02,9.989642892546152231e-01,1.306493718609633668e-02,4.626778237183908765e-02,-1.508166172964605506e-02,9.988152160632147725e-01
9.979777733041322874e-01,-4.292892233962151277e-02,-4.687719805292550612e-02,4.358602749218787320e-02,9.989639693808393117e-01,1.308610698871522787e-02,4.626685934273621487e-02,-1.510283471494072716e-02,9.988149388904935533e-01
9.979777732846100147e-01,-4.292892216373344477e-02,-4.687719862964335321e-02,4.358676102559167626e-02,9.989637297544251560e-01,1.310194632166639117e-02,4.626616872623306315e-02,-1.511867642953855333e-02,9.988147312136983480e-01
9.979777732667701740e-01,-4.292892200299277400e-02,-4.687719915667092757e-02,4.358743182953133538e-02,9.989635103975561536e-01,1.311643132628916367e-02,4.626553714953407503e-02,-1.513316361168796399e-02,9.988145410746470665e-01
